session_id;item_user_id;creationdate;duration;pausetime;distance;avgspeed;maxspeed;minspeed;avgbpm;maxbpm;minbpm;avgaltitude;maxaltitude;minaltitude;calories;isafitresult;user_birthdate;user_gender;user_lastlogin;user_consent;user_is_tester;mark;accuracy
146636;8785;02/07/2017 08:27;4499;157;145.738.701.171.875;12.085.200.659.930.700;0;0;162;188;0;0;0;0;1063;1;04/24/1978;M;30/06/2018 06:29;1;0;5;0.933843804
146680;9379;27/06/2017 17:04;2205;0;6.841.376.953.125;11.169.595.025.510.200;30.000.980.377.197.200;0.7595463991165161;0;0;0;0;209;175;413;0;09/30/1979;M;20/01/2018 12:33;1;0;4;0.606495134
146681;9379;29/06/2017 16:36;2651;0;7.887.140.625;10.710.564.409.656.700;23.717.819.213.867.100;12.123.665.809.631.300;0;0;0;0;205;171;476;0;09/30/1979;M;20/01/2018 12:33;1;0;4;0.569837001
146682;9379;01/07/2017 19:31;2754;0;96.848.349.609.375;12.659.914.981.617.600;324.434.814.453.125;13.738.940.954.208.300;0;0;0;0;254;225;584;0;09/30/1979;M;20/01/2018 12:33;1;0;3;0.848119725
146688;8324;27/06/2017 17:39;2821;0;7.293.622.321.345.130;9.307.706.613.556.350;0;0;0;0;0;8.003.276.021.328.170;3.107.696.430.908.180;150.704.122.664.255;495;0;01/27/1977;M;11/07/2018 11:12;1;0;4;0.8936926
146689;8324;30/06/2017 16:55;2405;0;6.659.108.053.631.500;9.967.895.631.215.550;0;0;0;0;0;6.513.741.532.388.790;-0.3341864307242233;-1.336.166.949.550.180;455;0;01/27/1977;M;11/07/2018 11:12;1;0;4;0.096268237
146690;8324;03/07/2017 04:39;4562;0;1.400.723.577.513.610;1.105.349.600.843.710;0;0;0;0;0;4.241.792.834.939.390;2.459.370.341.199.640;1.611.011.774.211.760;958;0;01/27/1977;M;11/07/2018 11:12;1;0;5;0.228950367
147420;4142;07/07/2017 03:56;1307;0;3.526.815.185.546.870;9.714.257.588.346.400;2.607.622.718.811.030;0.03016786277294159;0;0;0;0;76;25;206;0;02/24/1973;F;16/07/2018 20:56;1;0;1;0.194973105
147417;4142;30/06/2017 16:58;2365;151;6.027.603.515.625;9.175.210.425.475.680;2.660.196.304.321.280;0.02586797997355461;0;0;0;0;5.986.094.495.541.460;3.497.521.170.694.630;380;0;02/24/1973;F;16/07/2018 20:56;1;0;3;0.687685599
147418;4142;02/07/2017 04:56;33;0;10.025.699.615.478.500;1.093.712.685.324.920;22.603.052.139.282.200;0.5708985924720764;0;0;0;0;48.435.143.450.878.700;43.206.286.972.219.100;6;0;02/24/1973;F;16/07/2018 20:56;1;0;1;0.090762315
147419;4142;05/07/2017 03:57;1904;36;5.302.564.453.125;10.025.857.159.269.900;45.636.940.002.441.400;0.02807990461587906;0;0;0;0;77;34;310;0;02/24/1973;F;16/07/2018 20:56;1;0;3;0.990569467
147435;3183;04/07/2017 17:14;4538;0;7.381.966.058.579.940;585.612.115.709.295;0;0;0;0;0;1.033.029.174.804.680;1.712.823.486.328.120;-35.323.486.328.125;356;0;10/17/1996;F;16/04/2018 12:15;1;0;4;0.151465927
147436;3183;06/07/2017 18:00;2669;0;6.791.127.321.143.400;9.160.006.877.525.760;0;0;0;0;0;8.589.599.609.375;21.058.349.609.375;3.879.150.390.625;330;0;10/17/1996;F;16/04/2018 12:15;1;0;3;0.394780264
147437;3183;10/07/2017 06:22;2107;0;4.968.129.081.477.140;8.488.497.718.707.980;0;0;0;0;0;73.797.607.421.875;1.531.573.486.328.120;0.55621337890625;224;0;10/17/1996;F;16/04/2018 12:15;1;0;3;0.737872205
148054;8738;05/07/2017 05:08;2807;0;5.833.130.859.375;7.481.037.083.630.210;22.477.161.407.470.700;0.7760531306266785;0;0;0;0;9.094.008.151.013.250;6.668.454.686.852.300;472;0;12/03/1974;M;17/01/2018 22:26;1;0;3;0.868659179
148055;8738;06/07/2017 04:27;3386;0;7.352.419.921.875;7.817.103.283.741.870;24.318.693.161.010.700;0.06335790455341339;0;0;0;0;521.166.786.877.111;4.161.079.028.642.240;596;0;12/03/1974;M;17/01/2018 22:26;1;0;5;0.481940582
148056;8738;09/07/2017 04:34;3603;0;751.722.607.421.875;7.510.966.935.106.160;17.993.972.778.320.300;1.385.841.965.675.350;0;0;0;0;52.908.434.693.944.700;45.831.116.251.260.200;609;0;12/03/1974;M;17/01/2018 22:26;1;0;2;0.024766265
148060;8738;12/07/2017 04:22;4947;0;105.124.189.453.125;7.650.031.979.608.850;18.891.399.383.544.900;0.6596099138259888;0;0;0;0;52.135.088.588.540.200;4.363.895.318.448.460;852;0;12/03/1974;M;17/01/2018 22:26;1;0;3;0.634271811
148061;8738;13/07/2017 04:12;3943;388;821.503.125;7.500.408.952.574.180;17.601.430.892.944.300;14.772.975.444.793.700;0;0;0;0;55.615.623.015.238.500;40.381.573.911.823.600;665;0;12/03/1974;M;17/01/2018 22:26;1;0;2;0.166785963
148062;8738;16/07/2017 03:59;5777;0;11.652.029.296.875;7.261.088.016.055.040;28.979.822.158.813.400;0.07352834939956665;0;0;0;0;8.944.528.576.772.180;4.657.632.976.429.840;944;0;12/03/1974;M;17/01/2018 22:26;1;0;3;0.56693288
148063;8738;20/07/2017 04:07;4761;0;8.409.783.203.125;6.359.004.312.381.850;3.026.264.762.878.410;0.14665141701698303;0;0;0;0;11.471.859.649.618.400;5.049.464.497.023.410;681;0;12/03/1974;M;17/01/2018 22:26;1;0;2;0.592513066
148064;8738;21/07/2017 04:07;6214;0;117.974.755.859.375;683.471.388.950.354;4.941.673.278.808.590;0.527717649936676;0;0;0;0;11.546.133.370.339.700;29.790.483.740.987.800;956;0;12/03/1974;M;17/01/2018 22:26;1;0;3;0.555193176
148065;8738;23/07/2017 03:45;6231;95;120.115.634.765.625;6.939.757.425.072.210;21.977.819.442.749.000;0.00005292906644172035;0;0;0;0;9.214.314.376.891.570;4.069.444.604.400.650;973;0;12/03/1974;M;17/01/2018 22:26;1;0;2;0.701787123
148066;8738;26/07/2017 04:19;5445;176;1.162.800.390.625;7.687.936.466.942.140;31.424.739.837.646.400;0.022481435909867287;0;0;0;0;1.176.712.790.595.370;4.960.523.755.778.250;942;0;12/03/1974;M;17/01/2018 22:26;1;0;3;0.606656796
148067;8738;28/07/2017 04:09;4758;0;10.015.537.109.375;7.577.959.981.872.630;28.838.699.340.820.300;0.6208029985427856;0;0;0;0;10.657.531.742.752.300;4.684.425.270.862.600;811;0;12/03/1974;M;17/01/2018 22:26;1;0;5;0.433157221
148068;8738;31/07/2017 04:08;2068;0;5.009.857.421.875;872.122.181.757.737;19.980.388.641.357.400;0.5653430223464966;0;0;0;0;5.457.543.337.657.420;4.347.499.974.739.320;406;0;12/03/1974;M;17/01/2018 22:26;1;0;4;0.053823966
148072;8738;03/08/2017 04:47;1218;0;2.809.318.115.234.370;8.303.403.296.259.230;20.421.974.182.128.900;11.425.182.819.366.400;0;0;0;0;8.537.151.903.747.690;6.293.816.177.413.320;220;0;12/03/1974;M;17/01/2018 22:26;1;0;3;0.611780237
148073;8738;04/08/2017 04:35;2451;0;5.002.912.109.375;7.348.218.520.501.830;29.088.043.212.890.600;0.15670955181121826;0;0;0;0;9.140.033.357.139.560;6.328.795.327.071.330;392;0;12/03/1974;M;17/01/2018 22:26;1;0;4;0.706377283
148074;8738;07/08/2017 11:38;72;0;8.638.694.763.183.590;4.319.347.381.591.790;31.273.252.487.182.600;0.0017854879843071103;0;0;0;0;14.707.497.991.901.200;9.191.642.633.060.420;7;0;12/03/1974;M;17/01/2018 22:26;1;0;1;0.999975343
314124;11639;09/07/2018 03:29;4802;0;1.189.310.380.714.960;8.916.112.808.358.730;0;0;0;0;0;4.782.053.128.276.340;14.668.051.455.624.600;5.103.945.199.071.960;852;0;06/13/1971;M;12/07/2018 14:48;1;0;5;0.889252422
148151;7692;06/07/2017 05:18;2087;0;50.113.935.546.875;8.644.473.788.632.000;15.894.303.321.838.300;2.489.880.084.991.450;0;0;0;0;443;400;253;0;01/06/1981;F;20/01/2018 19:54;1;0;4;0.405732112
148152;7692;08/07/2017 05:01;1850;26;430.264.208.984.375;837.270.893.158.784;17.555.192.947.387.600;18.003.915.548.324.500;0;0;0;0;435;408;217;0;01/06/1981;F;20/01/2018 19:54;1;0;3;0.375363364
148153;7692;09/07/2017 18:15;2565;53;60.092.880.859.375;8.434.088.541.666.660;13.642.379.760.742.100;34.792.282.581.329.300;0;0;0;0;428;407;303;0;01/06/1981;F;20/01/2018 19:54;1;0;4;0.418546218
148154;9233;04/07/2017 03:46;6203;0;1.398.973.664.939.370;8.119.144.274.998.800;0;0;0;0;0;2.458.218.383.789.060;4.389.410.400.390.620;-5.270.263.671.875;916;0;07/02/1983;M;04/10/2017 08:12;1;0;3;0.91166728
148155;9233;06/07/2017 03:38;7309;0;162.779.225.866.706;8.017.583.980.300.190;0;0;0;0;0;2.365.853.881.835.930;3.888.232.421.875;-843.475.341.796.875;1253;0;07/02/1983;M;04/10/2017 08:12;1;0;5;0.242104333
148156;9233;09/07/2017 06:51;4314;0;9.426.239.349.655.460;7.866.124.631.145.030;0;0;0;0;0;1.846.917.724.609.370;3.750.343.704.223.630;0.5650825500488281;664;0;07/02/1983;M;04/10/2017 08:12;1;0;3;0.418171236
148161;9233;12/07/2017 03:46;6363;0;1.446.729.377.995.980;818.517.328.427.713;0;0;0;0;0;1.919.589.233.398.430;3.722.725.296.020.500;-1.164.531.707.763.670;924;0;07/02/1983;M;04/10/2017 08:12;1;0;4;0.438594933
148162;9233;14/07/2017 03:53;5434;0;117.410.671.818.676;7.778.402.991.299.840;0;0;0;0;0;2.205.453.491.210.930;4.411.623.001.098.630;0.007160186767578125;866;0;07/02/1983;M;04/10/2017 08:12;1;0;4;0.60034935
148157;9379;04/07/2017 17:38;2241;0;698.918.701.171.875;11.227.609.657.379.500;25.071.853.637.695.300;180.411.958.694.458;0;0;0;0;234;177;421;0;09/30/1979;M;20/01/2018 12:33;1;0;5;0.168155589
148158;9379;07/07/2017 16:55;2316;0;746.046.337.890.625;1.159.657.520.037.240;30.308.164.596.557.600;2.180.346.727.371.210;0;0;0;0;214;181;450;0;09/30/1979;M;20/01/2018 12:33;1;0;4;0.073457059
148167;9379;09/07/2017 09:53;2784;436;887.784.375;1.147.997.036.637.930;3.403.276.443.481.440;0.1902018040418625;0;0;0;0;219;188;535;0;09/30/1979;M;20/01/2018 12:33;1;0;4;0.219849867
148181;9523;03/07/2017 17:36;4398;1275;809.180.908.203.125;6.623.581.786.110.160;19.099.349.975.585.900;0.0011738169705495238;0;0;0;0;109;83;670;0;12/14/1991;M;12/06/2017 23:49;1;0;2;0.222934874
148182;9523;05/07/2017 15:58;7343;1650;1.558.318.359.375;76.398.557.725.044.200;8.384.623.718.261.710;0.009844186715781689;0;0;0;0;103;58;1290;0;12/14/1991;M;12/06/2017 23:49;1;0;2;0.262510767
148183;9523;07/07/2017 17:45;3718;0;77.036.357.421.875;7.459.141.654.619.410;18.890.399.932.861.300;0.006800708826631308;0;0;0;0;93;58;638;0;12/14/1991;M;12/06/2017 23:49;1;0;2;0.222486674
148188;9523;08/07/2017 17:14;4655;0;8.442.908.203.125;6.529.424.174.274.970;4.170.699.691.772.460;0.2415221631526947;0;0;0;0;97;58;699;0;12/14/1991;M;12/06/2017 23:49;1;0;3;0.599966489
328559;13498;04/07/2018 17:03;3120;33;10000;1.165.863.114.343.150;1.454.400.010.406.970;0;152;175;0;0;0;0;735;1;06/28/1989;M;25/07/2018 07:18;1;0;4;0.439345434
148184;9523;11/07/2017 17:43;5394;249;130.164.052.734.375;8.687.256.022.316.460;8.169.544.982.910.150;0.0007600462413392961;0;0;0;0;99;65;1066;0;12/14/1991;M;12/06/2017 23:49;1;0;3;0.468505571
148185;9523;13/07/2017 17:00;4794;754;877.330.078.125;6.588.210.849.499.370;18.982.027.053.833.000;0.00033315547625534236;0;0;0;0;57;37;719;0;12/14/1991;M;12/06/2017 23:49;1;0;2;0.515062325
148186;9523;18/07/2017 18:28;3753;372;786.325.048.828.125;7.542.686.319.694.240;18.942.672.729.492.100;0.06433558464050293;0;0;0;0;81;60;644;0;12/14/1991;M;12/06/2017 23:49;1;0;4;0.060406507
148189;9523;21/07/2017 17:40;4864;2;92.817.197.265.625;686.969.387.656.764;2.011.368.179.321.280;0.0009461120353080332;0;0;0;0;145;61;760;0;12/14/1991;M;12/06/2017 23:49;1;0;3;0.165900508
148192;2585;23/12/2017 08:38;3290;0;8.718.962.890.625;9.540.506.506.458.960;21.545.372.009.277.300;0.051865242421627045;0;0;0;0;65;45;549;0;05/02/1995;M;01/07/2017 09:53;1;0;2;0.255954521
148193;2585;06/07/2017 17:11;2601;124;46.238.466.796.875;6.399.787.791.955.010;23.845.552.444.458.000;0.01473949570208788;0;0;0;0;53;39;291;0;05/02/1995;M;01/07/2017 09:53;1;0;4;0.630377305
148196;2585;09/07/2017 17:15;4835;271;11.201.486.328.125;8.340.300.058.169.590;2.614.700.698.852.530;0.0038596023805439472;0;0;0;0;51;34;706;0;05/02/1995;M;01/07/2017 09:53;1;0;5;0.861578243
148219;8197;04/07/2017 04:51;2744;0;8.521.275.390.625;11.179.515.818.604.200;19.581.201.553.344.700;0.027124829590320587;0;0;0;0;5.741.979.594.438.140;4.370.254.767.795.680;583;0;09/03/1976;M;21/03/2018 17:27;1;0;4;0.822124538
148220;8197;06/07/2017 04:52;2716;0;87.717.119.140.625;11.626.716.822.763.200;21.757.898.330.688.400;0.4092778265476227;0;0;0;0;62.556.529.684.460.900;42.171.431.507.612.100;600;0;09/03/1976;M;21/03/2018 17:27;1;0;4;0.926303312
148221;8197;08/07/2017 14:47;2802;0;815.261.865.234.375;10.474.456.512.647.200;2.353.873.634.338.370;0.6866236329078674;0;0;0;0;5.778.038.912.482.700;3.683.078.208.166.200;558;0;09/03/1976;M;21/03/2018 17:27;1;0;4;0.406098956
148338;1552;04/07/2017 16:34;4668;0;6.549.965.059.579.350;5.051.386.935.408.240;0;0;0;0;0;3.423.397.037.318.660;4.715.271.565.392.830;40.305.921.579.291;201;0;07/22/1972;F;25/04/2018 13:23;1;0;4;0.557631814
148339;1552;05/07/2017 18:10;4094;0;6.818.223.138.934.930;5.995.506.424.075.660;0;0;0;0;0;3.197.897.338.867.180;8.699.151.611.328.120;230.335.693.359.375;159;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.898606515
148340;1552;06/07/2017 17:11;4370;0;6.524.834.627.372.840;5.375.149.807.446.730;0;0;0;0;0;1.076.617.431.640.620;5.138.165.283.203.120;2.984.930.419.921.870;165;0;07/22/1972;F;25/04/2018 13:23;1;0;2;0.980030843
148341;1552;08/07/2017 07:39;3130;0;5.325.656.879.466.210;6.125.356.155.296.600;0;0;0;0;0;5.162.783.237.049.640;3.848.078.672.111.560;281.552.202.470.164;237;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.242247868
148342;1552;10/07/2017 17:10;3311;0;5.450.316.523.335.620;5.926.046.355.786.240;0;0;0;0;0;2.889.015.521.150.950;4.005.482.547.589.560;3.427.679.443.359.370;249;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.902914027
148343;1552;12/07/2017 17:14;3207;0;5.198.717.874.379.200;5.835.791.814.083.290;0;0;0;0;0;3.128.042.875.024.450;370.601.228.653.008;3.080.403.711.525.180;237;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.134012505
148344;1552;14/07/2017 17:21;15305;0;7.579.520.035.604.930;178.283.385.352.354;0;0;0;0;0;27.607.421.875;63.658.935.546.875;8.444.091.796.875;263;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.337758278
148345;1552;20/07/2017 16:34;4635;0;6.845.088.504.222.840;5.316.573.595.512.880;0;0;0;0;0;1.788.577.270.507.810;5.710.931.396.484.370;213.377.685.546.875;196;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.587947579
148346;1552;23/07/2017 08:45;4482;0;697.092.582.081.171;5.599.137.205.471.250;0;0;0;0;0;3.044.436.628.836.690;3.826.410.519.126.710;3.217.523.193.359.370;197;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.777309355
148347;1552;24/07/2017 17:04;4816;0;8.426.164.973.450.930;6.298.628.302.413.490;0;0;0;0;0;6.618.488.224.964.390;3.954.337.293.430.370;26.306.396.484.375;386;0;07/22/1972;F;25/04/2018 13:23;1;0;3;0.650290021
148348;1552;28/07/2017 16:44;8812;0;8.930.399.350.667.200;3.648.370.138.720.140;0;0;0;0;0;4.189.233.751.090.740;3.804.216.962.371.750;2.966.370.212.153.600;411;0;07/22/1972;F;25/04/2018 13:23;1;0;2;0.487928712
148349;1552;30/07/2017 08:49;5011;0;8.626.301.550.466.330;6.197.303.049.626.580;0;0;0;0;0;843.409.259.934.515;4.651.318.359.375;296.449.983.950.597;395;0;07/22/1972;F;25/04/2018 13:23;1;0;2;0.606957185
148533;8324;07/07/2017 05:13;2650;0;6.829.037.573.884.200;9.277.183.119.238.920;0;0;0;0;0;2.134.237.766.572.710;3.360.436.829.300.700;-9.080.387.038.447.230;451;0;01/27/1977;M;11/07/2018 11:12;1;0;4;0.959726955
148535;8324;11/07/2017 07:43;6;0;3.042.329.042.554.860;1.825.397.425.532.920;0;0;0;0;0;0.5620407509121801;-2.256.211.123.615.190;-2.368.619.273.797.630;0;0;01/27/1977;M;11/07/2018 11:12;1;0;3;0.167539889
148543;9444;10/07/2017 17:58;3997;0;11.393.056.261.298;1.026.144.672.020.830;0;0;0;0;0;2.181.573.486.328.120;2.428.052.978.515.620;199.173.828.125;690;0;12/16/1975;M;11/07/2018 04:18;1;0;4;0.227084907
148544;9444;12/07/2017 17:57;3949;0;1.109.209.194.914.690;1.011.180.831.018.710;0;0;0;0;0;1.588.763.427.734.370;240.990.478.515.625;2.092.152.099.609.370;687;0;12/16/1975;M;11/07/2018 04:18;1;0;5;0.316209278
148546;9444;14/07/2017 17:16;5114;0;1.425.875.761.136.350;1.003.745.158.406.500;0;0;0;0;0;1.335.693.359.375;2.311.859.130.859.370;2.044.720.458.984.370;876;0;12/16/1975;M;11/07/2018 04:18;1;0;5;0.031755104
148545;9444;16/07/2017 05:44;2795;0;7.835.976.539.140.960;1.009.284.992.519.050;0;0;0;0;0;1.459.951.782.226.560;2.277.423.095.703.120;1.985.432.739.257.810;468;0;12/16/1975;M;11/07/2018 04:18;1;0;5;0.098517261
148880;9444;17/07/2017 18:53;2541;0;6.891.925.791.822.660;9.764.239.610.610.620;0;0;0;0;0;102.659.912.109.375;2.213.172.607.421.870;2.007.852.783.203.120;403;0;12/16/1975;M;11/07/2018 04:18;1;0;4;0.0705212
148882;9444;19/07/2017 19:20;2175;0;5.418.939.261.884.240;8.969.278.778.291.150;0;0;0;0;0;95.172.119.140.625;2.229.915.771.484.370;2.039.571.533.203.120;305;0;12/16/1975;M;11/07/2018 04:18;1;0;4;0.751724916
149686;7147;13/07/2017 06:23;4369;0;1.327.676.953.125;10.936.800.297.349.600;15.469.199.605.286.100;0;162;204;0;0;0;0;867;1;11/10/1965;M;20/02/2018 22:02;1;0;4;0.161082266
149687;7147;15/07/2017 04:13;3784;0;1.211.686.262.791.280;1.152.767.057.623.840;0;0;0;0;0;129.500.732.421.875;271.025.390.625;1.202.392.578.125;752;0;11/10/1965;M;20/02/2018 22:02;1;0;5;0.421591856
149688;7147;16/07/2017 04:24;3708;0;1.132.848.937.337.290;1.099.853.337.220.670;0;0;0;0;0;8.866.973.876.953.120;1.948.724.365.234.370;17.532.958.984.375;683;0;11/10/1965;M;20/02/2018 22:02;1;0;5;0.692541116
149888;7692;16/07/2017 05:19;2310;0;550.637.353.515.625;858.136.135.349.026;14.398.829.460.144.000;27.173.588.275.909.400;0;0;0;0;433;410;278;0;01/06/1981;F;20/01/2018 19:54;1;0;5;0.760239002
149889;7692;21/07/2017 17:06;2546;0;585.624.365.234.375;8.280.627.316.746.850;15.704.976.081.848.100;0.12129222601652145;0;0;0;0;6.204.781.312.793.650;5.032.916.409.053.290;295;0;01/06/1981;F;20/01/2018 19:54;1;0;3;0.767086241
149890;7692;27/07/2017 17:47;2721;0;65.090.986.328.125;8.611.817.375.275.630;16.614.973.068.237.300;32.731.645.107.269.200;0;0;0;0;4.250.303.531.828.170;40.621.747.027.642.800;328;0;01/06/1981;F;20/01/2018 19:54;1;0;5;0.407756267
149965;9379;14/07/2017 17:01;2371;0;791.741.845.703.125;12.021.386.100.933.100;3.495.613.479.614.250;0.7585930824279785;0;0;0;0;211;185;477;0;09/30/1979;M;20/01/2018 12:33;1;0;4;0.108963128
149966;9379;16/07/2017 08:54;2517;311;83.015.615.234.375;11.873.508.734.356.300;28.085.622.787.475.500;0.2629576325416565;0;0;0;0;220;191;501;0;09/30/1979;M;20/01/2018 12:33;1;0;4;0.315105083
150626;7561;13/07/2017 04:33;2049;0;526.934.814.453.125;9.258.005.524.798.680;24.182.584.762.573.200;0.19849522411823273;0;0;0;0;22.936.663.091.903.200;18.005.882.198.040.300;403;0;02/01/2001;M;29/05/2018 07:20;1;0;4;0.21070023
150809;9591;22/05/2018 09:12;2799;0;778.232.275.390.625;10.009.418.332.998.300;39.922.119.140.625;0.3525000512599945;15.794.232.155.731.700;172;96;0;91;40;567;0;09/06/1978;M;13/06/2018 23:20;1;0;4;0.846454807
150810;9591;21/05/2018 21:06;66;0;0.29983285069465637;0.016354519128799438;0.07135798782110214;0.0027308673597872257;9.592.537.313.432.830;101;89;0;81;81;0;0;09/06/1978;M;13/06/2018 23:20;1;0;3;0.789935009
150812;9591;17/07/2017 17:52;4399;0;108.629.228.515.625;88.898.663.936.406;5.068.033.218.383.780;0.013121447525918484;0;0;0;0;104;44;811;0;09/06/1978;M;13/06/2018 23:20;1;0;5;0.928037494
151022;8723;12/07/2017 18:41;2228;0;7.326.585.558.316.710;1.183.828.905.293.540;0;0;0;0;0;5.285.429.090.232.890;2.834.791.030.883.780;2.729.082.449.079.130;435;0;12/10/1965;M;19/11/2017 20:19;1;0;4;0.954642739
151023;8723;15/07/2017 06:01;2670;0;905.820.690.489.785;1.221.331.268.076.110;0;0;0;0;0;0;2.814.797.096.252.440;2.814.797.096.252.440;538;0;12/10/1965;M;19/11/2017 20:19;1;0;4;0.805531061
152125;2585;11/09/2017 15:34;2419;0;5.785.859.375;8.610.621.641.174.030;2.129.877.471.923.820;0.0012155886506661773;0;0;0;0;41;29;365;0;05/02/1995;M;01/07/2017 09:53;1;0;4;0.837443581
152126;2585;12/09/2017 16:21;1902;0;4.779.064.453.125;9.045.547.860.804.410;222.334.041.595.459;0.021038509905338287;0;0;0;0;49;34;301;0;05/02/1995;M;01/07/2017 09:53;1;0;3;0.221222658
152127;2585;22/02/2018 17:54;2811;87;6.039.498.046.875;7.734.682.664.087.510;37.725.425.720.214.800;0.023627515882253647;0;0;0;0;133;107;380;0;05/02/1995;M;01/07/2017 09:53;1;0;3;0.744280253
152128;2585;16/07/2017 13:49;4482;0;1.215.548.046.875;976.343.812.751.004;3.140.584.373.474.120;0.003933342173695564;0;0;0;0;79;33;766;0;05/02/1995;M;01/07/2017 09:53;1;0;4;0.034420417
152134;2585;19/07/2017 16:59;2739;0;584.556.689.453.125;7.683.110.923.808.870;26.002.023.696.899.400;0.010064507834613323;0;0;0;0;46;33;368;0;05/02/1995;M;01/07/2017 09:53;1;0;4;0.243570997
152135;2585;20/07/2017 17:13;3790;0;97.651.640.625;9.275.617.579.155.670;24.029.775.619.506.800;0.007140886038541794;0;0;0;0;52;36;615;0;05/02/1995;M;01/07/2017 09:53;1;0;3;0.039825128
152136;2585;22/07/2017 17:24;2480;0;557.382.177.734.375;8.091.031.612.273.180;2.475.267.791.748.040;0.016663076356053352;0;0;0;0;59;38;351;0;05/02/1995;M;01/07/2017 09:53;1;0;5;0.064615936
152157;6745;13/07/2017 10:56;1803;2;518.572.216.796.875;1.035.418.735.700.910;40.814.754.486.083.900;0.7281641364097595;0;0;0;0;2.783.071.897.811.830;23.366.244.356.001.600;369;0;09/19/1979;M;04/04/2017 17:24;1;0;4;0.124010699
152158;6745;15/07/2017 08:01;1986;0;5.510.203.125;9.988.283.610.271.900;2.938.271.141.052.240;0.48009130358695984;0;0;0;0;27.485.118.135.673.000;23.801.586.362.396.700;392;0;09/19/1979;M;04/04/2017 17:24;1;0;4;0.798852134
152165;6745;16/07/2017 05:46;3645;0;653.259.716.796.875;6.451.947.820.216.040;29.451.444.625.854.400;0.2712809443473816;0;0;0;0;280.574.019.204.854;22.251.950.103.308.500;464;0;09/19/1979;M;04/04/2017 17:24;1;0;2;0.351541813
152191;8324;13/07/2017 05:40;2337;0;7.009.784.050.826.140;1.079.812.690.756.270;0;0;0;0;0;6.401.684.889.827.670;2.897.571.200.702.190;1.617.234.222.736.660;479;0;01/27/1977;M;11/07/2018 11:12;1;0;4;0.688492984
152194;8324;27/04/2018 05:55;2319;0;5.996.573.090.494.880;9.309.039.726.512.110;0;0;0;0;0;9.447.639.067.019.720;30.258.379.364.013.600;1.136.310.122.997.420;397;0;01/27/1977;M;11/07/2018 11:12;1;0;5;0.885945578
152195;8324;20/07/2017 04:45;2777;0;8.093.528.207.868.130;1.049.215.035.949.770;0;0;0;0;0;5.109.352.379.808.820;2.033.291.767.901.540;1.011.421.291.939.780;554;0;01/27/1977;M;11/07/2018 11:12;1;0;4;0.283362491
153261;9544;18/07/2017 16:03;6141;0;9523.5;5.582.901.807.523.200;18.066.139.221.191.400;0.7063093185424805;0;0;0;0;9.776.991.285.877.160;4.988.236.116.382.420;754;0;04/06/1976;F;28/11/2017 19:46;1;0;3;0.162480202
153260;7108;15/07/2017 05:45;5242;0;145.873.232.421.875;1.001.800.146.353.960;31.800.661.087.036.100;0.05084859952330589;0;0;0;0;99.1;-13.9;985;0;06/22/1958;M;25/12/2017 18:01;1;0;4;0.83261727
153439;7561;21/07/2017 18:04;29;0;6.798.408.031.463.620;0.843940307354105;20.536.091.327.667.200;0.21044687926769257;0;0;0;0;14.737.570.099.378.900;13.810.370.574.651.900;1;0;02/01/2001;M;29/05/2018 07:20;1;0;4;0.854424631
153440;4142;17/07/2017 03:58;1699;43;45.390.869.140.625;9.617.841.607.195.400;26.630.355.834.960.900;0.2749854624271393;0;0;0;0;67;35;266;0;02/24/1973;F;16/07/2018 20:56;1;0;4;0.256291896
153522;7108;16/07/2017 13:52;3918;239;11.965.203.125;1.099.406.106.431.850;4.503.397.750.854.490;0.2034449279308319;0;0;0;0;173.1;-7.6;808;0;06/22/1958;M;25/12/2017 18:01;1;0;3;0.520528982
153523;7108;18/07/2017 05:51;3680;81;498.359.375;4.875.254.755.434.780;33.526.466.369.628.900;0.3518969416618347;0;0;0;0;71;18.6;336;0;06/22/1958;M;25/12/2017 18:01;1;0;2;0.210770024
153526;7108;20/07/2017 16:00;3741;168;11.267.244.140.625;1.084.257.655.874.090;7.425.907.135.009.760;0.08582084625959396;0;0;0;0;227.1;-34.9;761;0;06/22/1958;M;25/12/2017 18:01;1;0;3;0.1124797
153527;7108;22/07/2017 05:56;2376;240;803.859.423.828.125;12.179.688.239.820.000;35.455.535.888.671.800;0.18158584833145142;0;0;0;0;94.1;10.1;543;0;06/22/1958;M;25/12/2017 18:01;1;0;4;0.274013799
153755;9591;18/07/2017 17:38;3662;0;952.016.015.625;9.358.977.761.469.140;3.410.188.674.926.750;0.0661947950720787;0;0;0;0;89;46;711;0;09/06/1978;M;13/06/2018 23:20;1;0;4;0.260349442
153756;9591;25/05/2018 05:54;3287;0;99.029.091.796.875;1.084.589.992.299.200;29.544.261.932.373.000;0.3481936454772949;15.828.820.826.952.500;174;96;0;89;46;722;0;09/06/1978;M;13/06/2018 23:20;1;0;5;0.351276689
